Comment,is_positive
Challenging and fun,1
Very fun. It is very fun and time consuming. I love how you get free swords and gold for completing offers doesn't make you pay,1
great more historical years but when I would try to play my favorite dynasty it would load and the game would crash so I couldn't play it,0
Vector full Who ever made it fix it please i downloaded it 2 times and it still did not work,0
Won't let me sign in Keeps telling my Email address is wrong after verifying the acount VIA MY EMAIL ADDRESS,0
I have full 10 mbs of WiFi signal network on game still say can't connect u suck ppl uninstall,0
Perfect transition Loved this it was perfect for a new version the controls feel natural and its already a great game. Now wheres sonic 3,1
Mr  Brand Pretorius I use it alot .... and happy .... if posible please ad lynx 624 x 44DT Hohold over recticke  please please please,1
RBI 15 Game mode too dark to see game play. Uninstalled and got a refund. Tried to reinstall. Still poor quality. Nexus9. Very disappointing. Can I get another refund,0
"Bad Un jeux pourri sans aucunes possibilits de reproduire les faits montrs sur les photos.  N'usez pas votre wifi pour telecharger ce jeu, ca la ferait beuguer ",0
No connection Its not working today says no connection. Cant be my internet cause all other apps work,0
Add covers up how to play,0
Why this games did not work plz fix this,0
"Keep shutting down Every time I open this app it just shuts Down without even starting, not happy considering I have paid for this app, I have done a system clean alsoand it is still happening..",0
Not working.. Every time I open the app it moves very slow and most of the time freezes. Please fix this Did I mention I paid for this ,0
"Slow The puzzles are never shown when you collect the pieces and the operation of the joystick is lagging quite a bit when connected to the internet. Also, when i click on a banner, i lose all of my grabs",0
I love it it amazing It a great game now I can play zombies everywhere but I would like to play multiplayer online so u can connect from far away not just on WiFi,1
"Great chess app Good AI engine. I hate the fact that a software beats me frequently. All in all, I am satisfied.",1
Awesome game Works very well. Very challenging. It does have easier levels and most enjoyable.,1
Can't play When ever I jump over a sign it crashes. Please fix.,0
Nah When I donwload Tha From new Phone alredy Sign in Google account Ive purchased many Planes But when I see the plane list all of them must bee payed again What the heck man Waste of money,0
It keeps closing I will try to go to settings or send a few messages then it stops working,0
RS Spanish I love this app. The teaching methods used with the visuals repetition and  testing makes it one of the easiest ways to learn Spanish.,1
Amazing app Well done Loving it .....its an a attractive game......i ll never uninstall this game .....,1
"Bish68zs This is a great game , IM LOVIN IT. Had so much fun.",1
Too easy Wasn't a challenge and the amount of times it crashed wasn't funny,0
Love it Fun way to pass the time. Good app. Never fails,1
Cant login Lol.. Why cant enter login page after update...,0
Congrats Fifth anniversary for angry birds its coming greater than before  Also I put in my birth in the rival thing. I dont play it a lot tho. And I really want a skip button plz. And thanks for this awesome 5 year of angry birds,1
Awesome game for children to read. It's a lot of fun and there are a lot of games to choose from.,1
Arbind Win,1
Boredom Blaster I find myself playing Angry Birds Space whenever I am bored. I love trying to figure out various strategies for each level. Its a great game.,1
I don't get verification code,0
Annoying when opening I would love to see the ability to turn off the location tracker. Open it and click on my favourite only to have the location tracker move everything.  A real pain.,0
Download Can't download the additional content. I have lots of storage space both on internal and SD card.,0
Doesn't work anymore App starts but when I click any button automatically shuts down This happens since Lollipop,0
"Umm It's not real, just a fake. But it supposed to be a joke.",0
"Useless Keeps Crashing , doesn't even load on Mi tab",0
... Spillet er ok. Men siden de ikke klarer og slutte og be meg rate det. 1stjerne er helt mere enn nokm,0
Latest update helped a lot Everything seems to run smoother on my phone now. Love how natural the brushes feel and is the only app I've found that properly blends colors the way they're supposed to.,1
GreAt old time Cool...great games...awesome,1
Awesome It helps me to get answers  to many unsolved puzzles....guides me in the best way in personal and social life. It is a sin if you have seen this app in play store and didn't give a try. Keep going developers. Best of luck.,1
I love it,1
Big time bug Need to fix having real issue. Eveytime I exit comes back and my mp decreased and my name would be someone else. Also everything would be unlocked but no mp to play wtf. Need to fix this bss,0
I wasted my money on this stupid game Every time I open the app it tells me license error I did what it told me to do and it kept saying the same thing FIX THAT OR GIVE ME MY MONEY BACK,0
Bakwaas hai,0
Very bad Please help..after uninstalled this app i cant remove in my handphone system and still running app. what shud i do to remove this app,0
Ehh I dont like it tht much they should make it more realisic,0
"Addictive little game, but very fun Love putting pictures of my friends on the characters.  Lol",1
Awesome except for for elise its called fur elise Love dance of the suger plum fairys,1
Ope I love it,1
Very accurate weather application.  Does everything  l require,1
Game controls suck Car wouldn't turn how i wanted it to boost doesnt even work game sucks,0
Time waste ..  worst game I have ever seen...,0
Great I am a dirt late model racer myself and I say this is a great game. This game does need setups and create your own car system.,1
Shake to change provider gets me stuck forever my gyro is broken. Loved this app before but after this last update it has become useless. Personaly I don't likeuse shake to.... features anyhow,0
Great U need to add a yellow flag and restarts heat races features and hot laps and maybe qualifying and add sprintcars  all I want is you guys to add sprintcars then the game will be freaking complete,1
My kids love this game,1
AWFUL GAME YOU DO THE SAME THING FOUR TIMES THEN YOU DRESS THE PERSON SO BORING FIX,0
App useless after latest update,0
This game is waste Can't control us,0
  ...      .    ,0
All you gyz are crazy Its something going to do with you phones then. Stupid phones Nothing s going wfong in my tab pooh pawam you gys.... hahhahahahahahha  change your phones by an iphone6 pawaaamm paawaaam hahha,1
"Useless application It holds nothing, really useless.",0
Dodano jzyk Polski suupper,1
Force close Game crashes after every game and every five freaking minutes in between. About ready to uninstall. And there aren't any goals anymore or challenges Wtf,0
An essential part of my travels I really like having my travel info at my fingertips. Very useful. No WiFi needed to check flight and reservation info. Go paperless.,1
Problems I had alot of good cars spent money then the game started to crash and when it did i lost everything. Contacted the ppl weeks ago and still no reply.,0
If you run out of ammo and have no money You cant play the gsme no eay to earn money without missions and you need guns for that si kinda unplayable,0
              ...  ,0
I hate it It Sucks I will not be playing it again,0
Love It I love this game it is awesome it lets you rave all kinds of cars y'all better get the game I promise you fans will like it.,1
"Dark Strokes Paid 2.99 and the game refuses to load. Reinstalled 4x,same results . Would like either refund or credits.",0
Kewl Yass  it helps me so much when i edit my utube vids                my youtube itz cute,1
Very amazing I travelled by using this app and it worked,1
Great game Works offline as well. Increasing difficultly levels keep you engaged.,1
yas,1
Annoying Too much Ads for the new version,0
Time limit Time limit per question is very less,0
It's too good... ,1
useless app won't come up on my phone at all won't give me accurate readings,0
So scary and watch for bony he gos in the air event do not take ballon boys balloons sombey told me if you take them ball on boy will kill you,1
S4 Great game now,1
I love this app It is a fun app but I wish that toca Boca city life was in the Google store please make it happen ,1
Its awesome,1
Pas de statistique avec amis,0
I like this game lot. These many puzzle with complete free. great.,1
"Hate it I will take stick cricket over this game anyday. Horrible gameplay, and not much to do. Some batting moves you are not able to perform and is hard even if the difficulty is set on easy. Horrible, hands down",0
Knew it didn't really shoot lasers but... There is absolutely no point to the game. You can't move the beam or anything. Uninstalling.,0
Opening problem Previously it was going good bt now i have a problem opening it.. It doesn't opens up.. It only opens for the first time u install. After it it's such a mess 5 stars if gets sorted out,0
"Awesome. Awesome. Awesome. My only question is whether or not you can get your tables back when switching to a new device I've purchased over ten tables that means over 20.00 U.S., it may not seem like a lot og monies to some peoples but it is to me.",1
Good one Love this app,1
"Great app one of the best guitar  game there is,also great graphics AWSOME APP",1
Would rate higher but game does not load,0
Gayyyy Lame,0
Little slow and buggy I've got the other Daniel game and it is OK. This one is a little slow and I have to figure out where it stores all the pictures and how to clean it up. About half the videos cause it to Force Close too.,0
Cannot load the game Stuck on the page where it says choose between George,0
Super Oscar Game,1
Gud app,1
Creation lab Don't we already wait long enough Why make us wait any long when the want to evolve a dinosaur and it fails,0
Gone so awesome and wild It was great and I didn't have qny problems with installing and mostly playing this game I think you should give more artefacts in the run or else no troublo,1
NOO DOV' IL TASTO RIMBORSOOOOOOOO,1
Hated Not so cool game it won't work too,0
Bakwassssssss,0
Copied UI of the ICC CWC 2015 App. Material UI is very poor for the Richest Cricket boards official android app..And it seems to b waste most of the times as its not possible to refresh the content neither any interesting UI...,0
"Crashed right in the middle of the 1st game playin and all was good, then it just crashed, VERY FRUSTRATING",0
Boring One of the worst games I have ever played and I honestly feel robbed of my cash,0
Faaaaaaaadu My baby like it,1
"Causing many problems App is slowing the phone and interferring with nova launcher on Galaxy S Cyanogenmod. Causing also other problems. I will go with the free version, which is a great app.",0
REALLY GOOD CRASHING AND GETTING HURT,1
I really love this game it was full of fun,1
I HATE YOU I HATE IT THE GAME BROKE DOWN WHEN I UPDATED IT I USED TO PLAY THIS GAME ON THE COMPUTER AND I LOVED IT BUT THE I GOT IT ON THE TABLET AND AT FIRST I LIKED IT BUT THEN WHEN I UPDATED IT IT BROKE DOWN,0
Great app,1
"Does not do what it promised I invited friend to this game, but could not receive 15k. Bad experience.",0
I want an option to disable listening My son can't stop shouting at this stupid game,0
This app is biased towards new players My rating has plummeted and the reason is the app distributes the beta hand towards the less rated player. This is BS,0
"Love this app. This one is a bargain.  Well laid out,  easy to read.  5 star,  no doubt.",1
Ads were way too annoying Keeps chucking me into ads all the time.,0
Sand This game is fun and enjoyable for chidren,1
Lame,0
This app suck Nobody get this app in two months this app will change your account password like it did to mine I put in every password I know and it's keeps saying it wrong and half of the people are cam proformers that ask for money,0
"Great puzzles Fun filled , good selection  you can share finished on Facebook  .",1
"Doesnt work Went from 0 62 on the highway and we were still driving and it went back down to 0, so.  Innacurate",0
"Battery drainer If you want an app that sucks back battery life like a housewife at a wine festival, then this widget is for you.  In the meantime, this widget gets one star for being a battery draining power hog.",0
Good game so what if you have to pay for more levels  Do you want it for free do you work for nothing ,1
"Love it If you made the others,  I would buy every single one of them",1
Super Job Can't comment on the AI as I'm crap at chess but I love the program. The option to turn off the Google rubbish is nice. It plays very smoothly and I'm hoping the tutorial will help improve my game.,1
No more screen cast The last update sucks Before i was able to cast my phone's screen to the tv with just a few clicks... Now i dont even know how to do this anymore or if this is even possible....,0
"Consistently crashing 9 out of 10 times when you open it it will crash. From what I can figure out, even after downloading an episode it still requires data use. Several bugs need to be fixed for this app.",0
Slotstreasure island VIP Best pirate slot. Great pictures. I LIKE THE STYLE,1
Awesome App What can I say  it does what it does with no issues.,1
"Tic Tac Toe It is nice and so cute i love tic tac toe,good dont listen to haters yo D",1
Exellent It is very super.i don't know some of the wrestlers,0
Fantastic app...,1
"Used to be good Constantly crashes when I try to open the app, crashes after every round I play.",0
Buttons Does not work properly. Should have been fun game but it makes you angry and no more fun,0
Awesome app. Their recent update fixed the bugs I had. Awesome app. Put me right on the target out to 980m.,1
Freezes After first game the app freezes. Not good enough especially for a paid premium app,0
Its Fun Its Okay that its enough. I played it all the time and i can't stop ,1
Nice game,1
Great time passer Love the game I am glad I paid for the ads to be removed Now I can really enjoy playing,1
Not very cool in my book This app sucks I purchased it from my iPad and it installed on a device  I don't even own anymore . Now I'm out my money and an app I paid for.,0
Good I love it,1
BEST GRAPHICS Best game best survival yay l love you THAT YOU MA DE THE GAMEE,1
"Latest version Pathetic  Quality absolutely degraded.  Can't even see immediate  past few days history  etc etc,  sick app now.",0
Great game This game is a great game and also there is one part is locked wich is the barn I hope it unlocks ,1
Glichy The game is so glichy when I mine it doesn't mine the block and I'm glitching in the ground,0
Promise not kept As I did not get 10 gold each for completing level 1 and 2 and also did not get 60 gold in gunship battle for the same as per the scheme,0
Terrible Luckily I was able to get a refund.,0
love it manutd,1
Won't let me register Kinda dumb if you can't register,0
It's ok but... Too many freaking pop ups,0
Great game I got it as a time killer while waiting for appointments and find myself playing it a lot more often.,1
Not happy Ok got and paid today and can't Evan get passed the start screen I keep getting an error marmalade or something like that  IS THERE GOING TO BE AN UPDATE OF THIS AS FROM THE DAY I PAID FOR THIS I STILL CAN'T PLAY I WON'T A REFUND ASAP,0
"Great fun with this app, I am 53 yrs old and I still love to collect HotWheals. This App puts it at my fingertips You are, never to old to drive the kid out of you.",1
Sucks You have to buy almost everything. Too expensive. Uninstalling,0
Now I can. Make Freddy fazbear's pizza without being Chica,1
"Downgraded It looks pretty but I'm getting tired of it not initializing, forcing me to reinstall it to get it going again. Closing the app andor cleaning the cache doesn't work. I'll have to consider another app.",0
The goto game of the year.,1
Fix hate this app I should give this app a 0 but i cant i cant uni stall it please fix i don't want to have an app that doesn't even work its just stealing my storage,0
"Months of waiting After months of playing, still no quest for stone. Maybe this is an option for paying customers I'm tired of logging in just to do the same thing everyday.",0
Didn't even let me choose a team,0
"It's okay, your lucky pancakes are my favourite food... It's not that exciting but it's frustrating when they fall down and I suppose that makes it addictive",0
my 2 12 year old is hooked awesome,1
Where did the bonus go I used to get a returning bonus flip game everyday and it would increase the number of flips each day. Now I only get a bonus every 4 hours. Fix and I'll give 5 stars.,0
FCB Baercelona.   CHAMPIONS,0
Can't open app since upgrading my phone Used to have Samsung Galaxy Note 2 and it worked fine. Now I have a Samsung Galaxy S6 and the app won't even open.,0
Can't put it down,1
Doesnt want to install Error when downloading ...please fix,1
"Time selection problem It's not user friendly and error prone. Also, even after selecting pick up location properly, it got changed after booking was confirmed.",0
I can't play on because I can't get one right. don't download it,0
Great I have the card game. This is  Excellent for play on your own.,1
Good for me,1
Awesome,1
great game I love this game so much my little sister always wants to play it,1
Works great on my cheap OBD II Bluetooth device with my Tab S. Superb graphics and great realtime logging straight to Dropbox. 5 Star App. The best.,1
My pari2yrslike this types apps.,0
I hate this It gives you wrong answers this sht its helpful but when it comes to correct answers dont download this coz you will wasting your time,0
"Can it improve Please add different places to drive like offroad and many more. Tired of driving it into one direction. And also the mission like going to the airport. And free roam,  the roads are just straight.....",0
Solitare,1
So Fun It's great  so fun. The adds aren't annoying like a lot off other free apps.,1
Won't work I will change my rating if someone can tell me how to fix it or just want my money back.,0
No free tokens I downloaded flipkart but havent received 300 tokens. I wasted my mbs just for tokens.,0
Very pooor I wouldn't give no star to this game. It sucks.,0
"Fun Quite an addicting game, sometimes hard to stop playing.",1
Hugo Chavez returns I must admit how impressed i am that the creators of this game went through all the trouble of writing so many fake reviews.,0
Controls terribly Unresponsive delayed controls beyond ripped off,0
Don't download this game it is not nice and by downloading this your time will not save,0
"Quite hilarious at times The content can be cruel and hateful at times, but as with most things in life, Ya gotta take the good, WITH the bad",1
Very good,1
Poor game app Still so many issues even if updates... No such improvement... Waste of time and downloading for this useless app...,0
Awesome but What is a back flip angle 720 Not a clue what that is,1
Finally Webtoon in my phonehaha...now I can read BTS and Got7's comic...even though I don't understand Korean.. 3,1
Great app Amazing application My kid loves it. It really helps keep her entertained. It's super fun for her. Sometimes my 7 year old plays it. Highly recommend,1
Sucks royally It wouldn't even let it load for my daughter to play once. it kept shutting down on us. And at every turn possible there pop up ads.,0
Yassssss I loooved it,1
Jeopardy and who wants to be a millionaire all in one I havn't stopped for hours at a time. Very addictive,1
Worst app ever used. Download only if u hav 2.19 mb to waste,0
Hands Down Best Camera App I love this camera app.   There are so many different options and tweaks.. Well worth the money.  I wouldn't mind if the focus was a bit quicker but still 5 stars.,1
"Online Only Great game, but requires an internet connection. It's a shame that I can't play it when I would like to.",0
Fix the game please Keeps on saying connection time out and I have to download this game almost everyday because it says maden mobile has stopped working.  Fix this and I'll give it 5 stars please says server time out the whole time.,0
love it  Played this on my old iPhone and it's just as good that,1
Good app not working in lollipop Please patch it for first gen nexus 7at least.,0
Princess  game One of  the  best  princess  games  ever,1
Love it I think it's the best game it's the only that don't have problems with and it's the frustrated game that I download if I go to a new phone,1
"Awesome game I really like this game and this game is awesome I often play it And the next good news is, its free Thanks for make thos awesome game ",1
Great app The graphs help me plan my gardening week Works well on my Note 4.,1
This is truly an excellent forum app Very nice improvement over last version. Great work,1
"Lovely At least I make some virtual money in this game instead I lose real one in world resort nyc casino, lol",1
"Love crosswords Not too trying, but you keep going. Great game",1
Awesome especially for low dialogue mangas But how isn't this illegal,1
Best of all God can't creat perfect thing in any thing but it is perfect,1
"I love the game But these advertisements are making me hate it. There's also a glitch where if I rotate my phone while on the you won screen, it makes me play the level over again.",0
Dont waste ur time.,0
Won't Download to my S6 edge Have attempted to download multiple times and always get an error message that says it can't be installed. There are no issues with my phone. Very dissapointing.,0
"  ,   ,      ....             . D",1
"It's a good but.... It's too easy you just click on the screen without any intelligent and you can win how is that. Another problem there only 9 levels, really",0
Amazing The best drum app ever,1
Best ip camera app around Very happy I bought this. Author does an excellent job at updating and maintaining.,1
Cannot play...Crashes most of the time.. Please fix this crashing bug...everytime i try to open the game its freezes..most of the time..i have other games that runs fine and smooth...please fix..then i will give a 5 star,0
Time killer Its really nice. BIG TIME KILLER,1
"Missing feature There is no cast screen feature on my galaxy s4.  I looked it up and many, many people also have this issue.  There better be a good reason why they STILL haven't fixed it by now.",0
"ABCD 2 , i love you I havnt played such a game its awesome",1
It's an ok app It's an ok app but location services doesn't seem to work well so always seems to think I am in Auckland.,0
control problems Can't drag screen left or right to manage property. Also won't let you flick the dice. Sony z2,0
I hate it I love the princess the boy is ok it is borring lame all you do is put paths in the right place then  you make them walk lame borring stupid don't down lode this game,0
Very bad,0
It's hard to go wrong with any of G5 games and this one is no exception. Loads of mystery and fun. They really do an amazing job The Secret Society has some if the most intricate puzzles. Really keeps you thinking ENJOY,1
Wired Not even close to a realistic game.,0
Terrible The makerover screen is barley even the after playing a puzzle it just shuts off don't get this game if I could put zero stars I would,0
This game sucks I only played 3 lvls and it asked for money for more lvls on that stupid game NEVER DOWNLOAD THIS STUPID GAME,0
Fun,1
Great game I beat all levels I don't have no problem with hit,1
Love but new update ruined it Ever since the new update it won't let me log back in through Facebook so i can have all my old dice again ,0
This sucks Can't switch between news subjects this update is useless please change back,0
Love it Bye,1
It bad Boo it's bad,0
Cool A fun way to wake up,1
So much fun I got this originally to help with voice acting so that way I could see how my voice would sound with certain mods. Plus it's free After playing around I found out I could send the mp3's over Skype and text message I personally love it,1
Yes  very well made Good to play,1
Devs do not respond Bought in game money and a week later still have not received. Mailed devs and not even an automated response. Will uninstall and change to 1 star if not resolved immediately.,0
MP won't work Please fix multiplayer mode. It won't even open in my SGS5,0
It doesn't work,0
This game is really fun even if your only playing with one other player. Me and my boyfriend loved this game.,1
Stupid app Not lock screen only time pass hated it very bad app,0
"Great Very fun, no annoying adds or prompts to buy stuff so is great. Very fun",1
Ripped off I WANT MY MONEY BACK THIEVING BASTARDS,0
Finally I asked you guys to make a euchre game like a year ago and you said you were considering it already... and here it is  Looking forward to many lost hours of sleep and productivity.,1
Doesn't work I have an HTC one m8 and whenever I roll the dice and land on a property it automatically shuts down. Fix this game,0
Cant have my 4 year old play it cause of the pop up adds coming up every single minute.. ridiculous. Gonna uninstal it,0
Great job on this app,1
"Passenger  Crash As soon as I mark an item as Passenger the app crashes. When I go back to the My Trips section I cannot scroll down, it just keeps crashing. Now I am unable to retrieve my list of trips.",0
Still so so Poor bus schedule and location prevents me from giving this app a  rate work on it,0
Superb I love it..... its a entertaining game with lots of fun and enjoyment but i think there should be more mini games which can entertain elders also,1
"Excellent game The Fieldrunners franchise still remains to be the best tower defence game on the market, and with Fieldrunners 2 there is simply no equal.",1
I love it and can you make a cat craft pls pls,1
"The update is Soooooooo......Messed up, all that did was make it slow it never passes the welcome page.that sucks big time I use to love this app you all better fix this snail effect",0
Love playing with water Then u will love this game.,1
Hackers We can't win challenge if players like Tiago Matos keep cheeting..unfair totally.,0
I love ooo Me my sir play thisss game ok am i rigut,1
Doesnt work well The apps music and talking do not work well sometimes scrambles. App quits working alot. Wish I would have stuck with the free version.,0
Fun I could do word searches for hours.,1
"Always Loading When I open it , it only says Loading and Our Wifi is very Fast ... Fix It",0
"Fun app for kids, but for 2.99, I'd like for them to fix the crashes. It frequently freezes after activities and the app has to be restarted. Not good for a little one's sick day at home.",0
This game is a hoot Full of surprises and a lot of fun,1
"Great App....excellent developer. Brilliant easy to use app, I had never used a comic maker before this and had made a comic in minutes. I had a problem and emailed the developer who responded within the hour. Thanks and keep up the great work.",1
"So many ads There are so many ads on this game it's made it not worth playing. Games should have micro transactions or ads, not both like this rubbish",0
Was working great now it works when it wants to,0
It's not free.,0
Best Ever Works excellent on Note 3 No hiccups.,1
Real Piano,1
This game sucks you should be able to save your work I built so many things and it didn't save,0
Awesome Soooo nice wish dat they were more levels,1
I love it I love it and so does my 3 yr old brother I can never get my brother off it and I love playing it I would really recommend  this to anyone,1
SO BADLY DISAPPOINTED The app worked one time and is now completely black its a shame because my daughter loves the app when it worked plz fix this soon,0
Doesn't work Seems like the same issue everyone else is having using an android device ,0
Awesomeness,1
UNINSTALLING ZERO STARS...Won't even begin to load. Frozen on the opening load page.,0
Sweet Best app ever  good to save paper,1
"Great app for J's I see people commenting that the the app is missing more sneaker releases, but it's called J23 for a reason. This app is great Especially, if you're into Retro J's like me",1
ambercryer2012gmail.com Absolutely LOVE the game but what's up with the blue haired chick Also I would love it if you could do the version with the dogs and diamonds...that one is great too,1
Waste It's  the worse weather app ever. It dose nothing. It just shows up as a short cut to nothing.,0
Is a good for mi babys girl I want mor games for me and mi babies is gooooooooodd,1
Wort game Every yime i lose it always does an advert and the steering wheel is horrable,0
Fucked up I can't change my 2go phone number I have tried to change it buh it's not working,0
This is cool This game is awesome because you get to adventure the world,1
I am addicted already. Always loved this game.,1
The app freezes very badly. The application freezes every time it is played. It would be a great game otherwise.,0
It's hard and fun at the same time but more fun than hard. The dumb way to say is it is awesome. AWESOME,1
Wrong items Constantly linking to def wrong items...scan babywipesfood thermometer. Scan fruit squash drinkgold bead sandals to name two of many examples UNINSTALLING,0
Love  it Great  game  so far. Hopefully  I'll  let  the  kids  try  it  out  if I get  tired of it . ,1
Too many ads.... Too slow.... Awful. Boring...,0
I hate it It is honorable I hate it I hate it I hate it ...   ,0
Gin rummy Love this app....,1
Couldn't see 50 puzzles I could only see 5 or 6 puzzles in this and it wanted me to pay three dollars for more. Meh Refunding and sticking to the free ones.,0
Hated it. Sab bakvaaas sari phota aadhi aadhi hain,0
Exelent game Love it....,1
Probably would be good but it wants you to buy them with no obvious pricing so I deleted them both,0
Great Great game but gotta add more or make it free because once you do it its not that fun,1
Excellent Great app functionality and a nice variety of puzzle difficulty and arrangement.,1
Need to be fix Why is it stop responding whenever i open the postcards Please fix this. I really love this app.,1
Great but takes up entirely TOO MUCH SPACE Talk about memory hog it's a huge app we should at least be able to move to internal memory it doesn't give u an option for this app CHANGE THAT AND BACK TO 5 STARS,0
Great This is 1st game for my 6 months baby. She loves it so much that she keeps touching the phone till falling asleep.,1
Nice app I  Barbie so much when i played it I'm so happy like a million dollars winner,1
its the best bro,1
Jurassic Dozer Fun to play for everyone My 5yr old grandson has a blast playing this also,1
So much fun This game is super addicting and really fun. Challenges you to think outside the box in crazy ways. Definitely worth the cost,1
Great,1
Not playing .... hang outing ... In yuphoriaa.... Mobile..... Just music playing .. And got struck ....  ... No single star from me     any suggestions Or. Better to uninstall  Decide fast ...,0
I won the KBC 2015,1
This is very fine . Fine .fine .fine .,1
Too many ads You can't actually play the game because of pop up ads. The developer of this should be ashamed,0
Very. Very. Good,1
Hell yea Not bad at all.   Runs smooth and is super fun to play.   Its just too bad there isn't multiplayer.  The controls can be a bit wonky at first but you get used to it.,1
Too Corny Corney singing disappointed,0
Does not work in my Galaxy s5 I have installed on my kit Kat 4.4.2 version but does not work It give me massage that update the new version. So I am trying to update the new version but can't I have used this application b4 It was good,0
Payouts Bonus rounds don't pay anything. Not enough entertainment time,0
Not workng Deleted my collection and won't show any shoes past jordan 1. When I open them it has all the years with no dates.... is something going on,0
Deserves  0  rate Been contacting the Developer for refund follow up  but ignored.  The email address here is unrecognized.  You stole my money...,0
Awesome Whole new story but it is very long if you try to get every fail,1
It is very good game for children I love it a lot,1
Good game Just needs way more songs But it's unparalleledgood way,1
Like it not love it I need to learn basic phrases but it takes long to get to the level and evn when you do its not enough .  ,1
"No rider info, or favorites grouping to follow easier. Check cycling news tour tracker  the best, how it should be done.",0
Hidden objects Way too many ads to make it fun,0
"reverse the update the update is terrible, the white screen matches the website, but the black was easier to see, better for the eyes. loved the app before. now, not so much",0
The best Freecell ever  Want one without commercials,1
Awesomeness,1
Bakwas games hai,0
"Nice Good app. Fun game, just wish it had landscape option. It would make it more comfortable to play. And I agree with previous post, an UNO game by AI would be a good game and worth paying for.",1
Bluetooth multilayer Option to play through Bluetooth with friends would be great,1
Worst game This is the most worst game,0
"I loved it Holy fuck, this app is awesome ePSXe is the best... keep up the great work...",1
Number 1 Android utility app. This app is the best for cleaning unused files off your Android device  it has an excellent file manager too.,1
It's okay. Barely gives me any likes Fix please.,0
"Worth every penny. Wasn't sure about buying this, glad I did. I've found it to be fun and helpful. Played blackjack all my life and was surprised what it taught me",1
Baaaaaaaaad Like i couldn t even hear the song.the volume waz up to 100,0
Good for Home Run Derby Fans This is the only home run game that uses real MLB players and stadiums. It takes a little bit of time to unlock better hear but overall great game,1
Very good ,1
Shitty When I swipe to jump across from side to side it doesnt. If you can fix it I would rate it a 5,0
Perfect This is an amazing game especially the sandbox mode. It challenges you to be creative. If you love creative games this is for you,1
Mesmo udio. Vera vero e Uepa esto com o mesmo udio.,1
Make this game free all the mini game free and I will give you 5 stars,0
Old people don't like this but I do I love this app it is so fun ,1
"Come on Guys, wasting 255 pesos is a waste and buying this game is worthless if its keeps on saying ERROR. Fix it for Alcatel one touch",0
"Please fix the game The game is brilliant but keeps crashing and sends a message stating unfortunately the amazing spider man stopped.. I Uninstalled and reinstalled 3 times, still keeps crashing. Either fix or refund me.",0
Love it,1
I love it Worth the money.,1
Nice for my little sister to read.thnks,1
Not all notes working on Sony please fix,0
Real tiles Matches the tile designs I used to play mahjong with.  Love the different game options.,1
Boring,0
"Needs Android 4.3 With the latest update, Android 4.3 or higher is needed, which is not available for the Samsung Galaxy S4 Mini in South Africa. As a result, I can no longer use the app. Epic fail, Discovery Insure.",0
Very poor I gave them my credit card no and they took 500.00 dollars out of my checking account. So i had to call my bank and report it and get my money back so people don't download this game they just want your credit card so they can rip you off,0
"Awesome app Works great on my Galaxy S3 , very simple to make ringtones or just for downloading music . Definitely a must if you like a simple app thats pretty basic with enough options to edit your music to a ringtone .",1
Great App I really enjoy using this app So many variations.,1
I dident like it and it is not cool....l loved it and its amazing Yes i loved the game coudnte beat it but i made if to lvl 90 somthing hard a bit but yeah i loved it this game was presented to me by popularmmos,1
Hate it You can only choose o not x and it shows Android won this game. I quickly uninstalled it.,0
"Great game It's really challenging, I hope to see many expansions in the future",1
It's so Adorable This game is so adorable and it's tons of fun I really enjoy and it's a great way to pass time  All the bears are super duper adorable Somebody should make little plushies of them D,1
Luv Luv Luv Luv Luv Luv..... I love it It's awesome  It's one of ma Family's favorites,1
Boring and not interesting,0
"Son loves it. My 3 yearold loves this game, as well as all the other Dr. Panda games. They seem very well made, and the graphics are cute.",1
It lags and the piano screen isn't long enough for me to actually play a song I want to,0
"How How is this coop It has a split screen option but I expected more. I hoped it allowed you to create a party and you could invite up to 4 players. Really disappointed with you, Halfbrick Studios. Also won't let me get a refund.",0
Nice Really,1
Y cant i use my pins with new update please fix this now i need them enlistin pins fatale error 14 whats wrong,1
Fun but... Its hard to move around,0
I think it's pretty cool U get to go into the past and see old matches like stone cold vs the rock,1
Gucci It mad fun like bruhhhh whats 9  10 21,1
Excellent. Great sim. Highly Recommended.  This game only gets better and better.    Well  Done.      THANK YOU.    Steve,1
ONE OF THE BEST APPLICATION ON PLAYSTORE. Every app offer works if u will complete it properly....I have completed all offers till now... this app is much better than any other recharge app.,1
"love,betty boop but the game booped out made my droid crash wouldnt even come on  back please.",0
"I love it Even thow I am 14, AND am a doy, this makes me sleep like a baby. . .",1
Amazing deal This blackjack game is amazing. Great graphics and super sound. Its also a great deal since I never have to buy chips like most games try to get you to buy.,1
Kandra,1
"Animal sound for baby Big help for growing babys Improving intellectual, attitude.",1
Ads ads ads Keeps trying to get me to download other games.. wouldnt be so bad but they pop up right when I winlose a game and I accidentally end up in Google play when I don't  want to be.,0
Lack of odd . What happed,0
Very good app My 1 niece learning from this app it's very dependable for toddlers.,1
Excellent. We need more toca games for android PLEASE,1
Great A good waste of time It's always fun to try and best yourself. Trying to get to level 80. Worth the money ,1
Must install once Nice effort.,1
bgj bgj,0
